0,1
-60.55299,-15.786838
-61.873634,-15.306081
-61.369984,-14.857218
-20.085735,-36.941196
-20.144178,-36.89898
-1.2670251,24.901155
-1.2553359,24.877531
-18.279205,-31.205696
-3.0542202,-50.72707
-19.803152,-37.097538
0.9929616,-48.515938
-20.489119,-36.51068
-15.086611,-32.104053
13.162314,-41.144726
-0.9826941,-44.750214
-58.969433,29.426426
-58.97413,29.360516
-58.890266,28.856445
42.31341,3.6888218
-47.560547,15.126174
-1.6688757,-35.544037
-23.455189,-43.139957
-23.44296,-43.147003
-23.424006,-43.16287
-40.72078,-9.41788
-1.117193,-35.575985
15.542558,6.825663
-23.422356,-43.169796
-20.486425,-38.810604
-8.286208,-26.521519
-59.819294,31.507444
-1.0541978,15.456373
1.012217,34.661324
-61.519524,-15.291902
-61.857197,-15.471324
-61.876354,-15.469502
-3.5014348,-56.957386
-3.6122634,-57.317406
-2.0421999,-58.20606
-3.5451112,-57.026073
3.9401016,-32.91823
1.5584795,-47.424446
-2.2913885,5.6046267
-2.2925541,5.6056294
2.5803757,-47.105476
1.6136506,-47.185963
36.446346,-23.572557
36.44752,-23.569092
36.447388,-23.56922
36.43891,-23.587812
36.448715,-23.560406
-3.48412,-8.001194
23.23321,-25.033327
-3.4425726,-8.121086
-22.01986,-20.773342
-21.382843,-21.959776
-21.982204,-21.600676
-21.94736,-21.682945
23.240362,-25.054377
1.0246898,34.719563
-24.070307,-22.653824
-4.811049,14.057564
-24.105911,-22.62191
-20.115324,-26.367714
-19.613188,-26.387432
-24.577011,-21.83
-4.465775,14.12435
-47.566277,15.093659
14.758009,-42.898693
10.205392,9.38953
1.94784,37.954983
61.280537,-27.871384
61.32152,-27.862555
-31.58324,-48.638718
10.219688,9.406514
-9.2627535,-30.992397
12.787739,-47.83865
12.78509,-47.838737
12.550393,-42.571198
42.42446,48.057407
42.232307,48.33399
13.543205,-43.647655
13.521699,-43.66352
14.857291,-43.008064
13.936404,-43.73068
5.197738,19.559086
18.667683,-66.846695
38.943226,-19.241503
68.668625,-28.456682
70.26618,-29.498062
70.0729,-26.716326
70.98213,-27.870464
33.499813,56.995148
33.514732,57.000908
-50.12728,18.398022
-15.112241,28.02075
-15.214334,27.904568
-15.475526,27.66768
-15.246517,27.872557
-50.294067,20.222649
-50.286423,20.143793
-50.27544,20.052935
-48.929787,16.114017
-48.999004,16.163628
-48.99532,16.11266
-48.905823,15.981677
-49.82436,17.993816
-50.023735,18.387949
-51.232487,18.288017
-51.300354,18.27113
-51.29999,18.271376
-50.190315,18.812521
-50.192585,18.86121
-50.30995,18.410337
-49.046974,18.70476
-49.173637,18.657875
-50.16886,18.088274
-48.59192,14.877257
-2.733614,37.693035
-28.56195,52.882843
-28.866219,51.9044
-28.538656,52.93947
-28.663357,52.177242
-28.686409,52.146114
-28.674942,52.17101
-27.667156,52.161312
-0.21990556,38.388474
-1.0573608,38.41881
-3.547188,-7.830832
-0.2556816,38.427124
-0.4878178,38.989773
-26.150148,52.37737
-27.231668,52.34495
-27.224234,52.310986
-27.671413,52.8833
-27.640842,52.821625
-0.27030718,38.359173
-0.17680702,38.405926
-27.701977,52.159763
-3.0588617,-50.712162
-0.62956536,13.273374
-4.382522,-47.5942
-5.0351744,-50.81754
22.222076,-13.382121
4.0117416,22.173056
4.874395,21.65504
4.5107436,21.529121
22.146898,-13.368899
3.617807,21.887823
4.239245,21.063469
3.9308264,21.154997
22.22705,-13.38206
4.1472635,22.121153
4.887959,21.676687
4.5418897,21.526342
22.157127,-13.3712435
3.684041,21.818068
4.2643647,21.072603
3.950155,21.1415
-4.4381213,-66.74764
-4.3147345,-66.261185
-4.359888,7.8633585
-35.643585,-24.432196
-35.962852,-25.279285
-3.6924067,-65.68609
-34.957085,-24.98028
-35.33516,-24.87791
-35.30398,-23.440018
-35.044193,-21.321201
-35.231476,-21.462347
-35.278534,-23.451374
-33.60812,-25.02884
-33.886105,-23.866024
-34.50619,-24.55283
-34.50619,-24.55283
-34.98817,-24.416468
-34.500195,-24.585394
-33.379448,-25.067116
-78.31654,-2.2585964
-36.59918,-22.492416
-34.344055,-25.757898
-75.61015,-5.059447
-34.9519,-22.421938
-34.29848,-24.576643
24.31189,-39.45223
-33.62184,-23.12076
1.343676,-57.438026
-39.580063,-9.984854
1.2878573,-57.450672
0.98283887,-57.203815
-31.953798,0.025768109
-18.609343,-4.51808
-2.436159,-61.951202
-2.452552,-61.985382
-2.9221108,-64.57305
-2.9153235,-64.57502
-53.834373,-37.154457
-53.912437,-37.047203
-52.235764,-37.943657
-52.543854,-37.926376
-52.000313,-37.49063
-52.19343,-36.929226
-52.816326,-37.46703
-52.17558,-36.870487
-52.20492,-36.920223
-52.206192,-36.918972
-52.193775,-36.90809
-49.408813,-38.476437
-48.86834,-37.782482
-49.3016,-38.0481
-49.36294,-37.798527
-45.913452,-36.241535
-49.067978,-37.097656
-51.97707,-32.36263
-52.576515,-34.6744
-53.056152,-34.46408
-51.879925,-34.125397
-51.882626,-34.125896
-52.874313,-33.970177
-53.311104,-31.585203
-53.18298,-31.678665
-53.179188,-31.712664
-53.52589,-31.191973
-49.13231,-37.426064
-49.12367,-37.44846
-51.852726,-32.787037
-51.86503,-32.910595
-51.923203,-33.015495
-52.867455,-33.49914
-51.26594,-34.273903
-51.306587,-34.20042
-51.436123,-34.127655
-51.396103,-34.09797
-51.279438,-32.92571
-49.93822,-32.031548
-50.08727,-32.133152
-50.109005,-32.14535
-51.222637,-32.782604
-53.317562,-31.556307
-0.680832,-27.852701
-0.1301721,-28.315662
-0.13022293,-28.31559
-25.521746,-23.693615
